<<<<<<< HEAD
2 -12.198691 -0.092754
2 7.765545 -0.257463
2 9.089327 1.726231
2 -12.094842 -0.132932
2 -11.881067 0.060452
2 -11.939913 0.115500
2 -11.923897 0.044190
2 8.945229 1.710673
2 -8.154298 -0.051466
2 -12.122855 -0.083145
2 -12.030026 -0.063977
2 8.316339 -0.229502
2 9.036114 1.770884
2 9.354665 1.556426
2 -11.792183 -0.000943
2 8.976991 1.694458
2 8.915434 1.710589
2 9.188798 1.697858
2 8.040472 -0.159872
2 8.921114 1.743950
2 -11.199897 0.919096
2 8.938593 1.721380
2 -12.001113 -0.037255
2 8.135288 -0.149122
2 9.057928 1.795061
2 -9.701351 1.589889
2 -12.264524 -0.120424
2 8.981109 1.694881
2 10.177539 1.868005
2 7.911509 -0.066021
2 -12.064556 0.079040
2 8.984289 1.740765
2 -7.932092 1.588842
2 7.849670 -0.194152
2 -7.889947 -0.164659
2 -12.052600 0.015821
2 9.768631 1.825449
2 8.921426 1.722857
2 -11.989228 0.045528
2 7.960308 -0.158955
2 -8.162883 -0.009154
2 8.628036 1.715928
2 -12.090120 -0.008728
2 -11.890968 0.097482
2 -12.082002 0.286478
2 9.089115 1.667672
2 -11.949951 0.007305
2 -11.938834 -0.008566
2 9.803028 1.829577
2 10.424835 1.489611
2 9.788866 1.602719
2 7.857271 0.005618
2 -11.960065 -0.002251
2 -10.643092 -1.609753
2 7.810435 -0.041437
2 -11.939543 0.087124
2 -12.319813 -0.071646
2 -8.041174 -0.051992
2 8.078373 -0.042514
2 -7.825314 -0.117889
2 9.016968 1.701879
2 -11.917326 0.097980
2 9.339442 1.619696
2 8.874690 1.723374
2 -11.941037 0.076629
2 -12.115790 -0.087415
2 -11.806493 0.168076
2 8.939004 1.724371
2 -12.172928 -0.068929
2 7.621931 -0.008164
2 -11.928721 0.097254
2 8.817454 1.660750
2 -7.848841 -0.147315
2 9.243503 1.631975
2 -8.096053 -0.068388
2 8.309117 -0.246714
2 -12.099366 -0.081891
2 9.446533 -0.021500
2 9.000734 1.682392
2 8.986310 1.680061
2 7.844277 -0.167539
2 8.541965 -0.243735
2 -12.017989 -0.031639
2 -7.929251 -0.088099
2 8.542057 1.806103
2 -7.983988 -0.001295
2 9.107461 1.684922
2 7.351642 -0.209292
2 -11.912157 0.083722
2 8.820133 1.662119
2 8.793220 1.610364
2 8.971378 1.655093
2 -11.962766 0.069963
2 -8.140271 -0.015386
2 -11.196481 -0.027710
2 -11.823310 0.082583
2 7.883239 -0.061112
2 7.784643 -0.102435
2 8.881652 1.956063
2 -8.015964 -0.065732
2 9.209872 1.712882
2 9.037937 1.616569
2 -11.980167 0.139513
2 -10.833837 -1.657738
2 7.637549 -0.001761
2 -7.893666 -0.214954
2 9.666614 1.665571
2 8.895622 1.729231
2 7.975491 -0.138999
2 -7.960968 -0.164948
2 10.016919 1.783090
2 9.738760 1.714668
2 -12.002671 0.041267
2 -7.809918 -0.130745
2 -11.900414 0.080368
2 10.058777 1.856534
2 10.007823 1.750095
2 8.182016 -0.193643
2 -12.028646 -0.067306
2 -12.262922 -0.115828
2 7.740574 -0.215900
2 7.820501 -0.157550
2 -11.885489 0.094291
2 -10.638325 -1.698963
2 -8.034196 -0.110078
2 8.691393 1.617377
2 -7.983263 -0.168901
2 8.272456 -0.091032
2 -12.289298 -0.137298
2 -12.018223 0.005374
2 -9.789538 0.115084
2 9.302115 1.771619
2 -10.662741 -1.582691
2 8.957176 1.737809
2 -12.038241 0.032947
2 8.993513 1.700902
2 -7.964684 -0.145951
2 -8.155395 -0.041555
2 8.130834 -0.204181
2 8.422237 1.759019
2 -12.174990 -0.113695
2 9.931061 -0.027777
2 -11.765821 -0.499863
2 8.820486 1.750871
2 9.621793 2.003298
2 -12.026670 -0.074030
2 -7.757619 -0.291982
2 -12.015655 0.020856
2 8.298491 -0.229949
2 8.898572 1.789173
2 8.722135 -0.111613
2 -8.143244 -0.086996
2 -7.847631 -0.183339
2 7.969349 -0.203435
2 7.958194 -0.010399
2 8.947874 1.726998
2 8.947830 1.704536
2 8.791759 1.721260
2 7.463472 0.000178
2 9.043412 1.773555
2 7.166328 -0.118686
2 8.053153 -0.182882
2 9.055964 1.679288
2 8.724425 1.704811
2 -7.809622 -0.192438
2 8.953400 -0.133149
2 -11.952793 0.013580
2 -12.071884 -0.083153
2 -11.895133 0.027193
2 -12.059793 0.160294
2 10.021305 1.610910
2 8.946823 1.715613
2 10.050376 1.863673
2 9.523865 1.736698
2 8.945887 1.715675
2 7.912339 0.012809
2 8.806071 1.749101
2 0.636976 -0.135613
2 -7.805598 -0.091288
2 9.706718 1.071129
2 7.695752 -0.048146
2 -12.244807 0.055253
2 -12.068635 0.409067
2 9.683791 1.659312
2 8.530267 -0.047283
2 -11.940546 0.138585
2 -12.134110 -0.091802
2 -12.209546 -0.108502
2 8.045044 -0.167997
2 -8.987600 1.515934
2 -2.482745 1.578907
2 -8.440483 -0.035128
2 -7.871881 -0.148934
2 -11.931997 0.146280
2 -12.031582 -0.079828
2 8.994660 1.704761
2 8.130424 -0.152583
2 9.965469 1.481772
2 7.831709 -0.035228
2 9.935176 1.594136
2 7.969214 -0.039196
2 8.716507 -0.292547
2 -7.969635 -0.098940
2 8.996081 1.631810
2 -11.924685 -0.050161
2 9.039636 1.681318
2 7.718970 -0.228899
2 8.302998 -0.119923
2 8.985998 1.688908
2 -12.041203 -0.018462
2 -11.943238 0.050255
2 -8.333889 0.005833
2 -12.159840 -0.126427
2 9.456510 0.210270
2 8.030265 -0.064715
2 8.539143 1.711303
2 9.276017 1.672003
2 -8.097486 0.013682
2 8.996520 1.681480
2 8.248298 -0.258649
2 9.544531 0.008521
2 9.058843 1.693503
2 -11.299414 0.005118
2 -11.912645 0.053375
2 8.770559 1.597118
2 9.446008 1.766666
2 8.103480 -0.172895
2 9.099287 1.665912
2 8.880843 1.730071
2 7.934995 -0.009923
2 8.297551 -0.227211
2 7.239559 -0.144764
2 8.253297 -0.076276
2 -4.416470 1.662062
2 -8.158830 0.021587
2 -11.998584 0.119610
2 8.855854 1.609913
2 8.912865 1.703387
2 -11.951208 0.021247
2 8.772843 1.780193
2 8.294512 -0.224765
2 8.852179 1.663032
2 9.048939 1.717556
2 -11.867862 0.056823
2 8.328626 -0.239139
2 -8.053041 -0.141111
2 1.066632 1.710462
2 10.336560 0.977552
2 8.028087 -0.180271
2 8.856427 1.729459
2 8.984806 1.782933
2 8.859363 1.752338
2 9.126330 1.860984
2 -8.041099 -0.007990
2 9.085402 1.702309
2 8.003242 -0.145698
2 9.024270 1.693502
2 9.061519 1.711782
2 -11.956160 0.005277
2 8.713969 -0.122520
2 9.203002 1.665966
2 7.004344 -0.085492
2 -12.056051 -0.039664
2 9.436335 1.885482
2 -8.912011 -1.981917
2 4.882766 1.724247
2 -12.124580 -0.078314
2 8.883574 1.722050
2 8.303404 -0.234019
2 7.872250 -0.084397
2 -8.102275 -0.006454
2 -11.957181 -0.130898
2 -7.878215 -0.155365
2 -10.488301 -1.626937
2 -11.942726 0.075820
2 8.539381 1.830656
2 -11.993650 -0.047408
2 -10.057225 -0.927839
2 8.815248 1.721275
2 -7.701096 -0.230595
2 -8.187234 0.016797
2 9.703775 1.421950
2 -7.637052 -0.292784
2 8.460935 -0.238390
2 7.740856 -0.060522
2 -11.881605 0.027438
2 -12.064783 -0.028770
2 8.731709 1.677579
2 9.665019 1.505269
2 -8.910487 0.090183
2 -10.717619 -1.669448
2 9.713987 1.736521
2 12.350739 1.944517
2 -10.945304 -0.643920
2 -8.114682 1.555944
2 -8.098983 -0.081248
2 -10.717431 0.088884
2 8.975812 1.699785
2 8.997988 1.719820
2 -12.013906 0.016892
2 7.769775 0.019142
2 10.036813 1.666542
2 9.513010 1.751230
2 -7.950388 -0.113854
2 8.872030 1.659955
2 -12.112936 -0.081683
2 -12.031776 -0.017954
2 7.695122 1.846394
2 -12.197566 -0.073241
2 -11.944204 -0.035277
2 8.797773 1.696030
2 -8.067626 -0.081963
2 -8.513906 -0.513944
2 9.996469 1.555845
2 8.623713 1.701802
2 -12.051765 -0.020485
2 10.055028 1.840669
2 7.904089 -0.132986
2 8.918480 1.673659
2 7.604308 -0.246290
2 -9.971092 -1.524650
2 -12.236117 -0.014593
2 -11.998096 0.137660
2 8.955552 1.696064
2 -12.014194 0.039509
2 8.272935 -0.197035
2 8.946899 1.627605
2 9.062375 1.684236
2 5.896898 1.777477
2 -7.978419 -0.153354
2 8.079154 -0.153872
2 7.977897 -0.186669
2 8.848663 1.762924
2 -12.253889 -0.095527
2 8.330665 1.866322
2 -11.764201 0.071437
2 9.031524 1.705247
2 -7.986657 -0.082168
2 -12.171869 -0.077154
2 6.782164 2.172426
2 8.961774 1.674574
2 -11.857560 0.070530
2 8.311839 -0.247676
2 7.595573 -0.169005
2 9.019676 1.687261
2 7.801940 -0.010481
2 -7.911248 -0.107196
2 7.551745 -0.171324
2 -12.105947 -0.121633
2 9.392473 1.721896
2 9.022623 1.683431
2 7.569808 -0.122974
2 -12.117997 -0.083930
2 8.993993 1.675262
2 9.548566 1.667315
2 9.104093 1.664034
2 8.750387 1.690086
2 9.073401 1.577680
2 9.026396 1.675714
2 -12.125847 0.015779
2 7.528935 -0.103137
2 9.100409 1.690014
2 8.091671 -0.144911
2 7.792276 -0.002523
2 -12.149690 -0.101852
2 -10.950640 -1.699776
2 9.193474 1.577324
2 9.816881 0.727617
2 7.895648 -0.130442
2 7.665955 -0.113825
2 8.346947 -0.222634
2 9.245843 1.684832
2 -12.136010 -0.082662
2 9.119954 1.669830
2 8.809864 1.779010
2 7.641529 -0.126492
2 8.234001 -0.145921
2 8.468399 -0.225178
2 9.967467 1.890864
2 -7.968369 -0.260233
2 8.713575 1.717188
2 -8.354310 1.618260
2 -11.967884 -0.044714
2 7.773111 -0.025063
2 9.676149 1.649812
2 -12.124565 -0.156641
2 -12.101377 -0.155948
2 -11.955204 0.053181
2 -11.904552 0.123609
2 -8.100635 -0.056658
2 -8.086378 -0.106409
2 -9.539323 0.101756
2 12.616241 2.052526
2 9.285000 0.424988
2 9.465744 1.739755
2 -7.683251 -0.292817
2 8.653208 -0.290273
2 -12.024287 -0.065275
2 -10.236206 -1.633345
2 -12.060775 -0.105850
2 8.254748 -0.227215
2 9.337460 1.991087
2 8.912218 1.676348
2 9.493335 1.745827
2 7.816258 -0.005708
2 -12.117530 -0.106598
2 9.268105 1.725657
2 8.933196 1.681792
2 10.229144 0.974045
2 7.933359 -0.011770
2 9.374623 -0.068700
2 8.965036 1.677683
2 -12.207072 -0.223460
2 -11.882405 0.031131
2 9.482646 1.605880
2 8.095400 -0.119254
2 -11.438260 1.427195
2 -11.952292 0.264754
2 -11.965347 0.076306
2 8.806586 1.702740
2 -12.165389 -0.081638
2 2.422773 1.796251
2 -12.075985 -0.135803
2 8.628150 1.677365
2 7.441593 -0.091808
2 -7.964625 -0.044287
2 -9.035354 -1.545657
2 8.934830 1.714109
2 -11.833685 0.058948
2 -10.906960 -1.759900
2 -8.093375 -0.083027
2 -8.057779 -0.061118
2 -12.075292 -0.081835
2 8.846489 1.738471
2 8.969906 1.704666
2 -10.912079 -1.747609
2 10.197737 0.833579
2 8.534021 -0.126301
2 -12.051201 -0.016327
2 8.401995 -0.292164
2 7.620167 0.030638
2 -12.046019 -0.014290
2 -8.069106 -0.078345
2 -11.899199 0.052899
2 -7.874359 -0.174330
2 8.687316 1.659587
2 -7.532467 -0.407898
2 8.743401 1.683966
2 -11.837807 0.092922
2 8.699989 1.731898
2 8.848165 1.776069
2 8.789031 1.763599
2 8.888122 1.703958
2 -11.986925 0.114791
2 -12.014788 -0.014496
2 -8.715903 -1.807727
2 -11.982693 -0.016873
2 8.003025 -0.095964
2 -11.414217 0.779842
2 8.603373 1.734329
2 -8.055043 -0.304450
2 -8.099297 -0.218981
2 -8.058703 -0.310526
2 7.648748 -0.134585
2 8.404226 1.787387
2 8.733204 1.717611
2 -11.286915 -0.101702
2 8.669740 1.732977
2 8.786804 1.664660
2 7.861713 -0.127019
2 8.013290 -0.222429
2 9.177601 1.689188
2 8.157882 -0.246776
2 8.696517 1.711872
2 -8.064692 -0.235099
2 9.008558 1.728425
2 -8.190482 -0.183987
2 9.101242 1.575337
2 9.937427 -0.155108
2 8.414762 1.731035
2 9.078777 1.533152
2 -8.025367 -0.178095
2 7.767535 0.030240
2 8.129403 -0.179021
2 7.916489 -0.128761
2 -10.589290 -1.734476
2 7.372995 -0.019664
2 7.772999 -0.106019
2 -11.491630 -1.787683
2 -8.068516 -0.240961
2 8.665200 1.720607
2 8.004430 -0.234813
2 -8.079181 -0.231224
2 -12.072586 -0.141626
2 7.617032 -0.092249
2 -11.910679 -0.212497
2 8.555820 1.754838
2 -12.197803 -0.150484
2 8.169526 1.693784
2 7.726141 -0.145630
2 -8.345812 -0.128120
2 -12.290445 -0.134248
2 -12.396151 -0.268070
2 -8.092600 -0.268667
2 8.628606 1.786829
2 9.786334 1.375937
2 8.759169 1.651139
2 8.600589 1.776000
2 9.445024 1.774608
2 8.047281 -0.066055
2 8.657136 1.663295
2 8.019080 -0.244664
2 8.401284 1.731323
2 -11.050341 -1.752065
2 9.182945 0.051204
2 8.766207 1.663557
2 8.924268 1.796943
2 8.461964 1.744681
2 -8.069253 -0.214987
2 -12.058146 -0.177727
2 -12.254129 -0.339250
2 -12.181145 -0.151401
2 -10.672965 -1.751822
2 8.469134 -0.137175
2 -9.635740 -0.157783
2 7.774761 -0.060630
2 -12.192337 -0.204226
2 -12.112624 -0.100587
2 8.531946 1.658170
2 8.578977 1.771644
2 -10.777324 -1.763308
2 8.702542 1.688134
2 8.672155 0.319459
2 -12.093219 -0.171909
2 7.695912 -0.171562
2 -8.034192 -0.186670
2 -10.787976 -1.704071
2 -12.083923 -0.170461
2 8.614846 1.742561
2 8.521004 1.759516
2 8.634307 1.774277
2 8.361744 1.745191
2 -8.003587 -0.186516
2 8.666951 1.734458
2 10.564683 1.869490
2 8.719517 1.704800
2 -12.144205 -0.189363
2 8.597713 1.744620
2 7.875501 -0.214516
2 8.696169 1.686057
2 -8.592748 -0.315811
2 -8.842846 -0.100289
2 7.763917 -0.199153
2 8.765149 1.647084
2 -8.161209 -0.350588
2 -12.395829 -0.222738
2 8.519911 1.719279
2 8.499848 -0.155812
2 8.748804 1.698972
2 -8.038648 -0.149100
2 7.931002 -0.106565
2 8.552743 1.894141
2 7.837654 -0.162177
2 -12.157738 -0.218055
2 8.609517 1.735474
2 -8.087979 -0.237908
2 8.625989 1.710714
2 8.626915 1.687282
2 8.286979 -0.244815
2 -12.054873 -0.129123
2 7.875133 -0.055691
2 7.882936 -0.230219
2 9.213737 0.685979
2 -8.041135 -0.185673
2 8.604728 1.755562
2 8.374624 1.750640
2 8.670022 1.674921
2 -12.297883 -0.219428
2 -8.036048 -0.313010
2 7.842545 -0.256601
2 -12.326386 -0.137303
2 8.709641 1.644753
2 8.423116 1.628291
2 -9.346678 -0.092676
2 -12.055171 -0.112392
2 9.770746 1.774794
2 8.991671 0.127367
2 -11.788601 -0.100781
2 -9.089725 -0.108307
2 -12.178901 -0.131441
2 -10.347782 -0.022371
2 9.739371 0.035870
2 8.639429 1.704769
2 9.832016 0.987947
2 -12.359900 -0.267379
2 -8.027097 -0.185249
2 7.863441 -0.097442
2 8.255956 1.624836
2 8.565397 1.751936
2 8.678972 1.744135
2 -8.156157 -0.300873
2 -12.145024 -0.136536
2 7.543636 -0.054009
2 8.688872 1.698914
2 7.777461 -0.039494
2 8.516479 -0.146399
2 7.748610 0.017414
2 -12.182669 -0.145130
2 -8.036339 -0.280716
2 8.662391 1.725413
2 -12.013240 -0.097846
2 7.804877 0.027399
2 7.842089 1.686665
2 -12.059254 -0.100641
2 -12.265032 -0.276696
2 8.645561 1.702392
2 9.866553 1.779514
2 7.922076 0.026425
2 -10.091851 -0.406034
2 -12.126027 -0.163793
2 8.650364 1.765044
2 -12.052423 -0.129507
2 8.617823 1.688157
2 -8.086981 -0.208987
2 7.833761 -0.067975
2 -12.139232 -0.018660
2 9.105193 1.588603
2 9.955513 1.802984
2 -12.100746 -0.136192
2 -12.108727 -0.154656
2 -8.102714 -0.330252
2 8.658757 1.699114
2 -12.331357 -0.284080
2 -2.797190 1.739626
2 8.423701 1.725489
2 -12.256011 -0.215957
2 8.504421 1.770640
2 9.778173 1.170534
2 9.112880 0.431692
2 -11.274554 -1.805013
2 8.905681 1.705171
2 -12.138652 -0.207689
2 8.608302 1.801545
2 -12.254326 -0.195695
2 8.536532 1.737393
2 8.953815 1.646100
2 8.030183 -0.216225
2 -12.219059 -0.240191
2 8.033593 -0.234429
2 11.497883 1.973390
2 8.713798 1.605950
2 -8.112743 -0.204272
2 9.613165 0.982871
2 -12.266936 -0.065278
2 -8.029947 -0.227232
2 -8.079190 -0.272966
2 -12.076237 -0.094896
2 -8.011182 -0.201844
2 8.556150 1.796889
2 8.583782 1.710435
2 8.538812 1.805202
2 9.755280 1.853820
2 8.114859 -0.077252
2 9.733465 1.296972
2 -12.237032 -0.109474
2 8.803679 1.629052
2 8.643693 1.688947
2 8.731131 1.644174
2 -11.940776 -0.067838
2 -12.110463 -0.062773
2 8.556979 1.740115
2 -8.068769 -0.239618
2 7.996569 -0.245416
2 9.506513 1.769477
2 -7.886620 -0.265632
2 -12.168262 -0.088786
2 8.628433 1.717480
2 8.445518 1.755291
2 8.731438 1.611946
2 9.801647 1.791373
2 10.357037 0.490566
2 10.312099 1.791727
2 -12.369718 -0.203237
2 -12.300824 -0.233751
2 -12.396223 -0.241976
2 -12.124662 -0.102981
2 8.701986 1.687045
2 11.681448 -0.017629
2 -7.959450 -0.312042
2 -12.094267 -0.134991
2 9.247167 1.620132
2 -7.984020 -0.110319
2 8.712222 1.710833
2 -12.292801 -0.172626
2 -11.037775 -0.095751
2 -12.088878 -0.099503
2 10.610258 1.876336
2 8.993848 1.728467
2 8.604386 1.774532
2 -12.269877 -0.215463
2 7.713358 -0.071201
2 7.704101 0.041812
2 8.119798 -0.247522
2 6.850827 -0.201136
2 -7.942370 -0.261819
2 8.514223 1.805838
2 -9.432579 -0.195296
2 7.745854 0.002024
2 -12.160603 -0.205064
2 10.207387 0.033327
2 8.598874 1.740529
2 8.851701 1.634120
2 7.861130 -0.177420
2 -12.245150 -0.246746
2 8.563587 1.694239
2 -11.220791 -1.644193
2 -12.398827 -0.314543
2 -12.207780 -0.237534
2 8.910518 1.871191
2 9.632147 1.114612
2 8.109655 -0.174093
2 8.859277 1.677867
2 8.634502 1.685568
2 8.546379 1.670425
2 -11.971176 -0.124789
2 -9.943674 -1.582112
2 -12.032463 0.153713
2 -12.149668 -0.182630
2 9.212324 1.731471
2 -12.257353 -0.186894
2 -10.703714 1.422311
2 10.432408 1.845237
2 7.935871 -0.169586
2 8.668509 1.699571
2 -12.326439 -0.173786
2 -12.044889 -0.096587
2 7.882099 -0.185506
2 9.328646 0.552528
2 13.357302 1.908270
2 7.923767 -0.156386
2 -12.098715 -0.151634
2 8.643193 1.759131
2 7.961967 -0.232584
2 7.635209 -0.033739
2 8.053656 -0.252324
2 8.549670 1.729890
2 7.639301 -0.112131
2 -12.115498 -0.110871
2 8.559817 1.686712
2 7.404420 -0.027826
2 -11.323197 -0.086116
2 8.018517 -0.242464
2 8.648637 1.735915
2 8.770569 1.664373
2 8.389242 1.780857
2 -8.014356 -0.302484
2 7.439639 -0.161563
2 -12.025578 -0.128233
2 8.622921 1.714359
2 -8.543076 -0.833376
2 8.229698 -0.217187
2 -8.052347 -0.216215
2 -12.005013 -1.225586
2 7.760610 -0.027770
2 9.553931 1.823366
2 8.651970 1.714836
2 7.826100 0.015081
2 -12.427835 -0.231124
2 -11.865875 -0.011662
2 8.799660 1.691529
2 8.643751 1.737741
2 -8.105191 -0.239044
2 9.086662 1.633154
2 10.180083 1.625893
2 -12.256740 -0.099351
2 -10.679631 -1.614557
2 8.381701 1.742169
2 8.771651 1.665095
2 -8.056090 -0.286604
2 -12.200064 -0.145465
2 8.593817 1.706661
2 8.692189 1.738820
2 8.191039 -0.250163
2 9.059209 0.269772
2 -11.492293 1.408281
2 -11.602202 -1.841860
2 7.737460 -0.155283
2 -8.076115 -0.200010
2 10.701095 1.830545
2 8.745903 1.747925
2 8.739319 1.657802
2 -11.978754 -0.072890
2 -12.392753 -0.267105
2 -12.343715 -0.314907
2 -8.348725 -0.703962
2 8.254871 1.649059
2 7.852774 -0.151053
2 -8.160584 -0.279091
2 -8.158027 -0.152902
2 8.037528 -0.200365
2 -10.725522 -1.620445
2 -12.326656 -0.210131
2 -12.259446 -0.130790
2 -12.094606 0.640709
2 -8.039239 -0.304090
2 7.966639 -0.183599
2 -8.102562 -0.285080
2 10.326774 1.915974
2 8.543236 1.707517
2 -12.335509 -0.239126
2 -4.936350 1.784238
2 8.701136 -0.127002
2 -12.087875 -0.106697
2 9.328526 -0.154846
2 8.508467 1.776351
2 8.352223 1.825526
2 -3.091381 -0.306067
2 -12.270663 -0.201942
2 -12.138568 -0.168343
2 8.610759 1.751636
2 -9.631390 -2.367004
2 7.870217 -0.120199
2 -12.320134 -0.249074
2 8.731218 1.689844
2 -8.041595 -0.175558
2 -12.112539 -0.094305
2 -11.097078 -1.835235
2 -12.240693 -0.153983
2 7.268450 1.659157
2 -12.031955 -0.125774
2 8.562004 1.675430
2 -7.973611 -0.176400
2 -11.929388 -0.232055
2 8.433251 1.754918
2 7.721745 0.013493
2 -8.134740 -0.219569
2 8.017376 -0.227591
2 7.776893 -0.203903
2 -12.323374 -0.197938
2 -9.241420 -1.940287
2 -11.964766 -0.048085
2 8.717232 1.635741
2 8.622581 1.635004
2 9.142749 1.675478
2 7.868889 -0.193119
2 8.562603 1.715273
2 7.986810 -0.231163
2 8.675122 1.755268
2 9.010660 1.756310
2 8.821689 1.742699
2 -8.195768 -0.477343
2 7.829396 -0.167398
2 7.747163 0.018676
2 8.650806 1.677825
2 8.860218 1.586876
2 -8.097638 -0.232384
2 -12.216740 0.083476
2 8.501756 -0.124610
2 -8.333403 -0.286053
2 9.151312 1.527179
2 7.520355 -0.169798
2 8.000175 -0.067044
2 8.637959 1.743083
2 8.439467 1.721804
2 8.976592 1.574838
2 9.016874 1.675364
2 -12.131122 -0.107630
2 8.593723 1.759666
2 -12.252542 -0.229923
2 9.266641 1.536736
2 9.041763 1.688113
2 -12.227365 -0.280638
2 7.094735 -0.202915
2 -10.803764 -0.225765
2 -12.200899 -0.035751
2 -8.124636 -0.390961
2 8.666936 1.728431
2 -8.035686 -0.230001
2 -8.081833 -0.244006
2 8.358537 1.709336
2 8.600351 1.722875
2 8.638161 1.722199
2 -8.544626 1.440976
2 8.154388 -0.188450
2 -12.300821 -0.042225
2 -8.054571 -0.213123
2 7.993337 -0.218265
2 -12.335649 -0.163337
2 8.616973 1.686465
2 7.762379 -0.157863
2 8.658160 1.704467
2 -12.263233 -0.267746
2 8.682596 1.701286
2 -12.250605 -0.286704
2 8.753344 1.649402
2 8.615602 1.746742
2 -9.640954 -1.764572
2 -8.093493 -0.270406
2 8.067348 -0.227819
2 3.406906 1.651750
2 9.222923 1.631309
2 -12.174289 -0.148448
2 8.726641 1.707850
2 -8.252056 -0.129050
2 -12.165470 -0.166311
2 -12.131927 -0.168583
2 -12.204343 -0.100849
2 7.725019 0.019710
2 7.949960 -0.237564
2 8.584980 1.750554
2 7.810002 0.032073
2 8.584929 1.748631
2 -12.195826 -0.135921
2 8.678012 1.706180
2 -12.136617 -0.096960
2 7.680853 0.032820
2 -12.291524 -0.149502
2 -8.375645 -0.391417
2 -8.291777 -0.215204
2 -6.097402 -0.337131
2 -8.050924 -0.223629
2 -11.770923 -0.062816
2 8.508975 1.727063
2 -10.975232 -1.775919
2 9.266649 1.750740
2 -7.919665 -0.195636
2 8.597424 1.724424
2 8.672701 1.734005
2 8.691625 1.712206
2 -12.366965 -0.251679
2 8.984723 -0.013998
2 -12.132353 -0.105358
2 9.342898 0.026325
2 8.767060 1.645066
2 7.578476 -0.107261
2 8.933187 1.688365
2 -12.285343 -0.162009
2 8.542538 1.663267
2 7.550085 -0.055784
2 9.395268 0.920966
2 -12.273997 -0.264556
2 8.619181 1.574888
2 -8.295487 -0.259832
2 9.592273 1.770908
2 7.869054 -0.085168
2 7.825592 -0.001190
2 8.743972 1.708755
2 -12.139625 -0.179841
2 -8.671636 -1.874387
2 -12.133909 -0.204432
2 -12.099996 -0.144863
2 8.615518 1.685123
2 8.824173 1.746926
2 11.070174 1.836114
2 8.963185 1.782748
2 8.228187 -0.214988
2 8.742441 1.748609
2 -9.591912 -1.452482
2 -12.185455 -0.159953
2 8.804257 1.613429
2 8.713398 1.706004
2 10.019706 1.821873
2 -7.911798 -0.227861
2 9.951683 1.662487
2 8.415936 1.752792
2 8.908954 1.710066
2 10.198892 1.785339
2 8.761199 1.714926
2 9.445078 0.662230
2 -12.095638 -0.140456
3 12.656552 -0.076534
3 -9.007035 1.762495
3 10.807251 1.754151
3 10.582239 1.783394
3 12.678461 -0.086207
3 10.741680 1.714632
3 -8.971545 1.621992
3 -7.971090 0.002572
3 10.455904 1.599453
3 10.476575 1.609295
3 -11.051662 1.706606
3 12.834427 -0.058939
3 12.621760 -0.189161
3 12.215281 -0.073528
3 -9.018840 1.701652
3 -10.883220 1.620178
3 -8.033550 0.000017
3 -7.893829 -0.055574
3 -10.987722 1.892047
3 -9.274478 1.786136
3 -9.040734 1.650632
3 12.628900 -0.111213
3 10.904670 1.840269
3 -11.048617 1.738124
3 -9.064650 1.641188
3 10.612814 1.541943
3 -11.043878 1.904002
3 13.030597 -0.063759
3 -8.077329 0.081389
3 10.526836 1.642234
3 -7.953096 -0.060647
3 -9.024078 1.721870
3 -9.006102 1.654645
3 -11.050861 1.704466
3 -8.923331 1.757081
3 11.986298 -0.065671
3 -9.022162 1.865352
3 -11.001812 1.867736
3 12.261743 -0.135133
3 9.887248 1.653769
3 10.863882 1.817018
3 11.647649 -0.013717
3 -9.056414 1.645770
3 -11.065418 1.916706
3 -9.046072 1.608727
3 12.030550 -0.039276
3 12.751935 -0.085933
3 -7.972451 0.015618
3 -9.017740 1.837806
3 -8.107130 0.036641
3 -8.981936 1.615829
3 -11.001482 1.897406
3 -8.116302 0.012765
3 10.491401 1.627122
3 12.364173 0.007243
3 -10.946414 1.872019
3 10.320763 1.650936
3 -10.961681 1.935250
3 -9.001992 1.657579
3 12.325031 -0.077306
3 10.037086 1.566602
3 12.290753 -0.108580
3 12.113477 -0.044616
3 10.062994 1.606425
3 12.683282 -0.159154
3 -9.074741 1.718932
3 -10.995190 1.890614
3 12.316347 -0.000426
3 -9.024029 1.725869
3 -7.938445 -0.035144
3 -10.806063 1.893640
3 9.917506 1.660016
3 12.485968 -0.116088
3 -8.130424 0.045765
3 10.889877 1.802007
3 12.807411 -0.147238
3 12.377025 -0.088953
3 -8.995554 1.675578
3 -10.963616 1.824829
3 -8.965112 1.596484
3 -8.955421 1.683964
3 -10.813367 1.716479
3 12.750619 -0.082414
3 10.306772 1.599109
3 -8.969452 1.843084
3 11.944415 -0.006738
3 -9.072376 1.615780
3 -9.055741 1.672497
3 -11.025281 1.866245
3 -8.953866 1.821982
3 12.140108 0.025058
3 10.643481 1.671012
3 -7.945692 -0.032196
3 -9.070375 1.711836
3 10.694606 1.717792
3 11.566962 0.088837
3 -7.900872 -0.048214
3 -8.998567 1.757004
3 -9.045432 1.656327
3 -8.942062 1.609410
3 -8.063226 0.027167
3 -11.007277 1.906625
3 -11.036103 1.965479
3 -9.007473 1.708265
3 11.749803 0.041660
3 -10.932325 1.761669
3 10.505087 0.889130
3 10.841231 1.816784
3 -11.003092 1.894715
3 -9.676251 1.826926
3 12.284365 -0.158471
3 -11.020409 1.701726
